GeoFips;GeoName;LineCode;Description;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
44100;Springfield, IL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);10751037;10929226;10653908;10642523;10641549;10696891;10613527;10708414;10713149;10991910;11024916;10924551;11012393;11257213;11324657;11389212;11297434;11623760;11668971;10880197;11572865;12015723;12071299
44100;Springfield, IL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;95.164;96.741;94.304;94.203;94.194;94.684;93.946;94.786;94.828;97.296;97.588;96.699;97.477;99.644;100.241;100.812;100.000;102.888;103.289;96.307;102.438;106.358;106.850
44100;Springfield, IL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);7644522;7949999;7935249;8180247;8393425;8709249;8938258;9163620;9304174;9660673;9858550;9992254;10279728;10690263;10968142;11218577;11297434;11870519;12166326;11647792;12902618;14271963;14899178
44140;Springfield, MA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);28261597;28522679;29036190;29384054;29589045;29575892;29734972;30072132;29410588;30515360;30945076;31389324;31675929;31684011;32641796;32819339;32559931;32901263;33535278;32940771;33932322;33672716;33925182
44140;Springfield, MA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;86.799;87.601;89.178;90.246;90.876;90.835;91.324;92.359;90.328;93.721;95.040;96.405;97.285;97.310;100.251;100.797;100.000;101.048;102.996;101.170;104.215;103.418;104.193
44140;Springfield, MA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);20171836;20823929;21591719;22438007;23258923;24027735;24827447;25536510;25728624;26814677;27559695;28546724;29360818;29954313;31629316;32353603;32559931;33632276;35094224;35392530;37851054;40047806;42356150
44180;Springfield, MO (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);15197149;15600060;16384119;17095409;17869388;18008725;18157773;18509561;18037927;18112962;17815947;18039878;18103116;18720671;19424367;19428901;19677536;20071555;20693951;20282290;21804914;22114627;22600146
44180;Springfield, MO (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;77.231;79.279;83.263;86.878;90.811;91.519;92.277;94.064;91.668;92.049;90.540;91.678;91.999;95.137;98.713;98.736;100.000;102.002;105.165;103.073;110.811;112.385;114.853
44180;Springfield, MO (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);11025387;11559300;12331883;13173971;14146926;14712404;15219090;15783920;15744162;15907594;15816060;16397809;16747462;17628371;18746486;19221701;19677536;20512473;21688411;21777103;24333873;26585496;28577385
44220;Springfield, OH (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4714776;4752498;4689293;4906637;4911192;4959598;4729198;4630944;4392892;4406246;4515678;4467843;4550621;4613988;4658874;4611527;4661428;4620583;4696288;4470864;4675402;4731761;4742358
44220;Springfield, OH (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;101.144;101.954;100.598;105.260;105.358;106.397;101.454;99.346;94.239;94.526;96.873;95.847;97.623;98.982;99.945;98.929;100.000;99.124;100.748;95.912;100.300;101.509;101.736
44220;Springfield, OH (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3559718;3639858;3634966;3870174;3928324;4025922;3949324;3925006;3849917;3869544;4009183;4066345;4219039;4360420;4531630;4560408;4661428;4714826;4898612;4780555;5148683;5568970;5909466
44300;State College, PA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5902116;6151224;6368307;6713454;7151162;6928258;7079235;7313285;7260051;7675840;7870849;8216443;8255367;8323050;8413508;8696442;8878239;8807131;8854634;8550168;8798324;8883309;9098449
44300;State College, PA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;66.478;69.284;71.729;75.617;80.547;78.036;79.737;82.373;81.774;86.457;88.653;92.546;92.984;93.747;94.766;97.952;100.000;99.199;99.734;96.305;99.100;100.057;102.480
44300;State College, PA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4188620;4462981;4701367;5110692;5597790;5609771;5915677;6223851;6317011;6738204;7000814;7465967;7675568;7889220;8178032;8572960;8878239;8986157;9230895;9224495;9754634;10278620;10952214
44420;Staunton, VA (Metropolitan Statistical Area) *;1;Real GDP (thousands of chained 2017 dollars);4835304;4579951;4528034;4725533;4879192;4728143;4969830;5110317;5182531;5291699;5129236;4924360;5111112;5083461;5090373;5069347;5064115;5135189;5142428;4927840;5167806;5372550;5337071
44420;Staunton, VA (Metropolitan Statistical Area) *;2;Chain-type quantity indexes for real GDP;95.482;90.439;89.414;93.314;96.348;93.366;98.138;100.912;102.338;104.494;101.286;97.240;100.928;100.382;100.519;100.103;100.000;101.403;101.546;97.309;102.048;106.091;105.390
44420;Staunton, VA (Metropolitan Statistical Area) *;3;Current-dollar GDP (thousands of current dollars);3519322;3418350;3409400;3619749;3838234;3816024;4095473;4320459;4584971;4672979;4575965;4523280;4766843;4833732;4967560;5033643;5064115;5228310;5369138;5293091;5768350;6419005;6760948
44700;Stockton, CA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);22012070;23016670;24072702;25030619;26422098;25852898;25954332;25191852;24773148;24217769;24072391;24343657;25277469;26180174;27471639;28142383;29141656;30299585;31274535;31111615;33640343;33301759;33097405
44700;Stockton, CA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;75.535;78.982;82.606;85.893;90.668;88.715;89.063;86.446;85.009;83.104;82.605;83.536;86.740;89.838;94.269;96.571;100.000;103.973;107.319;106.760;115.437;114.275;113.574
44700;Stockton, CA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);15761207;16777049;18000415;19383124;21033454;21202767;22073820;22045949;21816259;21580604;21905117;22656907;24094472;25298611;26781932;27645259;29141656;30921302;32693257;33339056;38141184;41050530;42836031
44940;Sumter, SC (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3908062;3963590;4118672;4228046;4304511;4436869;4483832;4397184;4232342;4370186;4462977;4542167;4572424;4476072;4477948;4598012;4688263;4838506;4960966;4793328;5014021;5117309;5163880
44940;Sumter, SC (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;83.358;84.543;87.851;90.184;91.815;94.638;95.640;93.791;90.275;93.215;95.195;96.884;97.529;95.474;95.514;98.075;100.000;103.205;105.817;102.241;106.948;109.151;110.145
44940;Sumter, SC (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2836149;2946415;3113276;3267547;3405255;3600333;3744028;3740872;3731524;3864611;3997755;4160886;4269508;4257715;4367112;4548067;4688263;4943818;5201347;5155776;5584970;6145929;6599335
45060;Syracuse, NY (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);32611697;32859596;34166423;34872653;35139049;34900485;35633933;35579368;35375013;36900801;36633725;37578836;37988554;38693741;40070100;39668263;39834482;39856281;40822832;40102298;41105660;40897756;41210363
45060;Syracuse, NY (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;81.868;82.490;85.771;87.544;88.213;87.614;89.455;89.318;88.805;92.635;91.965;94.337;95.366;97.136;100.591;99.583;100.000;100.055;102.481;100.672;103.191;102.669;103.454
45060;Syracuse, NY (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);24241903;24700841;26093886;27280501;28210325;28952195;30229944;30576963;31435250;32851168;32992700;34375950;35426480;36981526;39001523;39021013;39834482;40815198;42709770;42813128;46047842;48955993;51191017
45220;Tallahassee, FL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);15025403;15431294;15763414;16338204;16385960;16368279;16997357;16803393;16287164;16213582;16128310;16179992;15827010;16061655;16202514;16603604;17109018;17171301;17604681;17263617;18398100;19334826;20112691
45220;Tallahassee, FL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;87.822;90.194;92.135;95.495;95.774;95.670;99.347;98.214;95.196;94.766;94.268;94.570;92.507;93.878;94.702;97.046;100.000;100.364;102.897;100.904;107.535;113.010;117.556
45220;Tallahassee, FL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);10423489;10975456;11476769;12293943;12732738;13173790;14116506;14225067;14124852;14204172;14353099;14712994;14722611;15251877;15747528;16361102;17109018;17531703;18368347;18593129;20489252;22612878;24529748
45300;Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);107822837;112664671;118261145;126024519;132496716;135683534;137367167;134074361;129194966;131029526;130742022;132984382;136241320;138955880;144730985;149452874;152661007;158044077;163930828;165511362;179994564;190653158;198914787
45300;Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;70.629;73.801;77.467;82.552;86.791;88.879;89.982;87.825;84.629;85.830;85.642;87.111;89.244;91.023;94.805;97.899;100.000;103.526;107.382;108.418;117.905;124.887;130.298
45300;Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);80277494;85464291;91173967;99648424;107616199;113588202;117852025;116503229;114696101;116803014;117974275;122404093;127459924;132413759;140823011;147391995;152661007;161214245;170683240;176018536;198185848;222744703;243268344
45460;Terre Haute, IN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);6479788;6674488;7000323;7170443;7149755;7285646;7373346;7413629;7082807;7443840;7429857;7375836;8212405;8164646;7645678;7592564;7517874;7493200;7440623;7355352;7891112;8020404;8207738
45460;Terre Haute, IN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;86.192;88.782;93.116;95.379;95.103;96.911;98.078;98.613;94.213;99.015;98.829;98.111;109.238;108.603;101.700;100.993;100.000;99.672;98.972;97.838;104.965;106.684;109.176
45460;Terre Haute, IN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4879438;5088592;5426028;5693044;5826926;6137070;6336557;6496090;6440531;6772890;6899274;6952267;7814822;7907620;7490035;7442718;7517874;7667347;7751988;7791174;8859711;9720269;10300542
45500;Texarkana, TX-AR (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4913395;5093953;5159039;5438367;5567622;5659691;5722955;5775575;5705458;5739923;5809212;5759513;5576677;5513948;5529245;5547370;5453731;5422156;5441559;5422749;5546150;5517726;5616616
45500;Texarkana, TX-AR (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;90.092;93.403;94.597;99.718;102.088;103.777;104.937;105.901;104.616;105.248;106.518;105.607;102.254;101.104;101.385;101.717;100.000;99.421;99.777;99.432;101.695;101.173;102.987
45500;Texarkana, TX-AR (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3506269;3701596;3810755;4122313;4340657;4579148;4759245;4908249;4962394;5043260;5197824;5270373;5208573;5233864;5359720;5466795;5453731;5554501;5706116;5818637;6260708;6779479;7215096
45540;The Villages, FL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);1030503;1133406;1330773;1410318;1622953;1793843;1965310;1935586;1981353;2093415;2197440;2617355;2917280;2840182;2990019;3070844;3208200;3392818;3803390;3870905;4511950;5090534;5621636
45540;The Villages, FL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;32.121;35.328;41.480;43.960;50.588;55.914;61.259;60.332;61.759;65.252;68.494;81.583;90.932;88.529;93.199;95.719;100.000;105.755;118.552;120.657;140.638;158.673;175.227
45540;The Villages, FL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);700813;791143;951373;1044742;1247332;1437723;1625137;1632092;1711891;1815781;1932867;2349668;2668645;2663135;2874279;3006549;3208200;3477287;3999906;4186123;5091946;6123479;7137460
45780;Toledo, OH (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);32237391;32671318;33065154;33725888;34890033;35085850;34688250;32868174;31089131;32118012;33607082;33247265;34314360;36440047;34916918;34926705;35347722;35981768;37266302;34791725;37762197;37643887;38505921
45780;Toledo, OH (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;91.201;92.428;93.543;95.412;98.705;99.259;98.134;92.985;87.952;90.863;95.076;94.058;97.077;103.090;98.781;98.809;100.000;101.794;105.428;98.427;106.831;106.496;108.935
45780;Toledo, OH (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);23763128;24382646;25037257;26109976;27932079;29016968;29450090;28136104;27151554;28490738;31138355;31681387;32729898;35152271;34257154;34133063;35347722;37225528;38843263;36365647;42002458;47164700;49254628
45820;Topeka, KS (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);9889269;10002649;10038737;10299996;10240606;9873096;10353633;10604648;10472475;10455772;10851391;10978916;10783905;11025301;11177827;11480939;11518399;11852731;11646877;11711195;12148464;11988979;12249450
45820;Topeka, KS (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;85.856;86.841;87.154;89.422;88.907;85.716;89.888;92.067;90.920;90.775;94.209;95.316;93.623;95.719;97.043;99.675;100.000;102.903;101.115;101.674;105.470;104.085;106.347
45820;Topeka, KS (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);7077862;7330438;7484136;7855684;8038945;8038454;8660694;9056607;9212444;9251915;9728178;10066885;10067621;10492558;10891047;11378711;11518399;12082271;12132338;12549216;13454971;14048045;15156457
45940;Trenton-Princeton, NJ (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);26544492;27075868;27649162;27804489;28590297;28744744;28451162;29491574;28405235;28878926;28982044;30826488;30889849;30895524;31122538;32300433;32454071;33563841;37234433;37995013;41473491;43671876;44411940
45940;Trenton-Princeton, NJ (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;81.791;83.428;85.195;85.673;88.095;88.571;87.666;90.872;87.524;88.984;89.302;94.985;95.180;95.198;95.897;99.527;100.000;103.420;114.730;117.073;127.791;134.565;136.846
45940;Trenton-Princeton, NJ (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);19023552;19827559;20623687;21356331;22614693;23501451;23972304;25261109;24809800;25417714;25917911;28132455;28774712;29354707;30231841;31817826;32454071;34207520;38564549;40124295;45567475;50364581;53002639
46060;Tucson, AZ (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);34524604;34540965;36643996;36278066;37944905;38659187;40263500;40646756;38050575;39307725;39429067;40385120;39702623;39766496;39561836;40889603;42330595;43891349;45428473;45292634;47871993;48551808;50781363
46060;Tucson, AZ (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;81.559;81.598;86.566;85.702;89.639;91.327;95.117;96.022;89.889;92.859;93.146;95.404;93.792;93.943;93.459;96.596;100.000;103.687;107.318;106.997;113.091;114.697;119.964
46060;Tucson, AZ (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);25008595;25521574;27451459;27776784;29936840;31563567;33775636;34720795;33319819;34707091;35362331;36926140;36860109;37619042;38267709;40263391;42330595;44785905;47379098;48426650;52691673;56493284;62169929
46140;Tulsa, OK (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);37575170;37586210;37481256;38167749;40228969;43284917;44409489;46402841;43544026;43078675;45119529;48520314;49458718;52126877;53010907;49884199;51636504;53149908;52040635;49229047;51128108;51615419;53908954
46140;Tulsa, OK (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;72.769;72.790;72.587;73.916;77.908;83.826;86.004;89.864;84.328;83.427;87.379;93.965;95.782;100.950;102.662;96.606;100.000;102.931;100.783;95.338;99.015;99.959;104.401
46140;Tulsa, OK (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);28024071;28403161;28940251;30290952;33088802;36762792;38747498;41492557;38899122;39118702;42008713;45923751;47639296;50999949;51555183;48755769;51636504;54799918;54372830;51685878;56636498;62151990;67510846
46220;Tuscaloosa, AL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);8288474;8761977;9387383;10091407;10619688;10676827;11131911;10686030;9875231;10271808;11144130;10665629;10899787;10588952;10412405;10737656;11192692;11222678;11857819;11217155;11335223;11264005;11646516
46220;Tuscaloosa, AL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;74.053;78.283;83.871;90.161;94.881;95.391;99.457;95.473;88.229;91.772;99.566;95.291;97.383;94.606;93.029;95.935;100.000;100.268;105.943;100.219;101.273;100.637;104.055
46220;Tuscaloosa, AL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);5866317;6220141;6941602;7760381;8611035;8869834;9538536;9491304;8531192;9168642;10511707;10303198;10453901;10271943;10193088;10429755;11192692;11662293;12293398;11539877;12602314;14015220;14767427
46300;Twin Falls, ID (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3093362;3111047;3140140;3313801;3507794;3676048;3842935;3821263;3469496;3662026;3666199;3836541;3988287;4243814;4301725;4557275;4697778;4880650;4990552;5115593;5413251;5610668;5822485
46300;Twin Falls, ID (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;65.847;66.224;66.843;70.540;74.669;78.251;81.803;81.342;73.854;77.952;78.041;81.667;84.897;90.337;91.569;97.009;100.000;103.893;106.232;108.894;115.230;119.432;123.941
46300;Twin Falls, ID (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2271452;2306922;2392579;2636017;2781153;2975955;3306581;3354861;3053357;3277151;3442346;3700221;3961362;4233532;4244339;4457223;4697778;4929725;5149619;5389737;6150335;6998594;7542028
46340;Tyler, TX (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);7705097;7745920;7981453;8903317;9308460;9828376;9849819;9700059;9616610;9981416;10106769;10283107;10466442;10333043;10590541;10494794;10500988;11028005;11480649;11180499;11726815;11990618;12494743
46340;Tyler, TX (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;73.375;73.764;76.007;84.786;88.644;93.595;93.799;92.373;91.578;95.052;96.246;97.925;99.671;98.401;100.853;99.941;100.000;105.019;109.329;106.471;111.673;114.186;118.986
46340;Tyler, TX (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);5617783;5698828;6064517;7006710;7733924;8437034;8731637;8948659;8617168;9162308;9537370;9886891;10165476;10149335;10339416;10263904;10500988;11343847;11950480;11748808;13140432;14744883;15683898
46520;Urban Honolulu, HI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);45916233;47265641;49477303;52087127;54246460;55195797;56459415;57391511;56361397;57730989;58852085;59751513;60982556;61556965;63190640;64394760;65758319;66029819;65637794;60087478;62794296;64456896;65999825
46520;Urban Honolulu, HI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;69.826;71.878;75.241;79.210;82.494;83.937;85.859;87.276;85.710;87.793;89.498;90.865;92.737;93.611;96.095;97.926;100.000;100.413;99.817;91.376;95.493;98.021;100.367
46520;Urban Honolulu, HI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);32322301;34144682;36645294;39704825;42746902;45048123;47481545;49058850;49064199;50754050;52631030;54516629;56532379;58371564;61397563;63371174;65758319;67609726;68832255;63886579;69314571;76099901;81675550
46540;Utica-Rome, NY (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);11177902;11406325;11568486;11669100;11623905;11746797;12099245;12093811;12228837;12541799;12376887;12430675;12341601;12347576;12316169;12466017;12412079;12588500;12881187;12702894;12788177;12917922;13254336
46540;Utica-Rome, NY (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;90.057;91.897;93.203;94.014;93.650;94.640;97.480;97.436;98.524;101.045;99.716;100.150;99.432;99.480;99.227;100.435;100.000;101.421;103.779;102.343;103.030;104.075;106.786
46540;Utica-Rome, NY (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);8046278;8378969;8665274;9012915;9203749;9607628;10192508;10358926;10679037;11063416;11077575;11347927;11473511;11709740;11923951;12265546;12412079;12906452;13455477;13611475;14227786;15212173;16282294
46660;Valdosta, GA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4310193;4471861;4630109;4734262;4896665;4952730;5042258;5191425;5096637;5148885;5100318;5094222;5119923;5185146;5220000;5322392;5414001;5518372;5700461;5715077;5937191;5885228;5989102
46660;Valdosta, GA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;79.612;82.598;85.521;87.445;90.444;91.480;93.134;95.889;94.138;95.103;94.206;94.093;94.568;95.773;96.417;98.308;100.000;101.928;105.291;105.561;109.664;108.704;110.622
46660;Valdosta, GA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3025131;3210182;3396678;3572150;3794652;3968051;4167468;4372568;4369731;4468857;4499447;4604243;4731273;4897026;5048462;5233062;5414001;5658809;5985247;6147219;6709559;7194279;7679252
46700;Vallejo, CA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);16109477;16180224;16883711;17011575;17623781;17873657;18622478;20283407;19506629;19525555;18858321;20537932;21595510;21777515;22077408;22614551;22725056;25846912;30908999;31087660;31835259;29623911;29643413
46700;Vallejo, CA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;70.889;71.200;74.296;74.858;77.552;78.652;81.947;89.256;85.838;85.921;82.985;90.376;95.030;95.830;97.150;99.514;100.000;113.738;136.013;136.799;140.089;130.358;130.444
46700;Vallejo, CA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);11011484;11244802;12082882;12587578;13635978;14404702;15547828;17183353;16451135;16822343;16889878;18877270;20138616;20746140;21431367;22120166;22725056;26610754;32096678;32538498;35742043;36343125;37156243
47020;Victoria, TX (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4710714;4564522;4593545;4874597;5101440;5388424;5133674;5031819;4635068;4679690;4857403;5188730;5401300;5508589;5077160;4618975;4562994;4866382;4764283;4552296;4775380;4943353;5140527
47020;Victoria, TX (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;103.237;100.033;100.670;106.829;111.800;118.090;112.507;110.275;101.580;102.557;106.452;113.713;118.372;120.723;111.268;101.227;100.000;106.649;104.411;99.766;104.655;108.336;112.657
47020;Victoria, TX (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3113952;2989590;3236712;3609852;4141223;4539279;4473850;4768891;4072456;4230366;4515622;4891156;5197573;5408920;4922729;4515304;4562994;4977326;4930101;4722531;5265480;5962749;6323208
47220;Vineland-Bridgeton, NJ (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5728702;5768830;6071533;6324396;6457171;6363876;6334047;6500406;6296003;6238856;6113391;6169298;6149588;6139610;6272462;6426679;6267992;6439811;6459887;6198307;6488473;6408565;6438499
47220;Vineland-Bridgeton, NJ (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;91.396;92.036;96.866;100.900;103.018;101.530;101.054;103.708;100.447;99.535;97.533;98.425;98.111;97.952;100.071;102.532;100.000;102.741;103.061;98.888;103.518;102.243;102.720
47220;Vineland-Bridgeton, NJ (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4028861;4164985;4441507;4751106;4998893;5109054;5241676;5480731;5500504;5474553;5428424;5622445;5720450;5828589;6104897;6339924;6267992;6556285;6738113;6664339;7319168;7748472;8208721
47260;Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *;1;Real GDP (thousands of chained 2017 dollars);79460894;80933631;84573553;87980244;91383562;92318153;93676784;93722336;92331606;92856511;92356435;91496376;92597048;91641394;93227484;94274416;94944863;93851780;94944137;94260467;99010949;100855222;104035162
47260;Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *;2;Chain-type quantity indexes for real GDP;83.692;85.243;89.076;92.665;96.249;97.233;98.664;98.712;97.248;97.800;97.274;96.368;97.527;96.521;98.191;99.294;100.000;98.849;99.999;99.279;104.283;106.225;109.574
47260;Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *;3;Current-dollar GDP (thousands of current dollars);56840383;59561643;63731380;67888895;72562906;75552038;78719458;80245421;81058938;82159908;82693740;83468291;85796047;86779591;90520269;93006602;94944863;95828262;99160725;100746884;109149906;117274016;127459149
47300;Visalia, CA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);11635782;10822959;11393198;12631250;13871037;13084688;14624649;13815747;12622564;13947483;14438491;13741919;14039836;15713728;15809561;16806339;17426838;17686115;18480075;18062395;18345174;18399182;18824792
47300;Visalia, CA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;66.769;62.105;65.377;72.482;79.596;75.084;83.920;79.279;72.432;80.034;82.852;78.855;80.564;90.170;90.720;96.439;100.000;101.488;106.044;103.647;105.270;105.580;108.022
47300;Visalia, CA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);8558012;8040797;8661283;10041344;10951887;10570750;12510161;12046149;11103358;12507634;13538673;13207482;13933232;15659425;15552573;16408344;17426838;17860731;19020602;18990672;20960274;23054458;24256732
47380;Waco, TX (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);8772242;8814214;9168492;9536879;9730904;9922777;9981049;9918066;9803094;10246664;10437108;10736141;11675190;12150243;11973872;12131674;12732714;13262378;13018332;12660474;13393610;13921913;14554870
47380;Waco, TX (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;68.895;69.225;72.007;74.901;76.424;77.931;78.389;77.894;76.991;80.475;81.971;84.319;91.694;95.425;94.040;95.280;100.000;104.160;102.243;99.433;105.191;109.340;114.311
47380;Waco, TX (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);6548194;6719576;7091318;7523907;7870634;8225051;8422090;8488755;8660854;9063116;9334260;9808460;10854426;11541697;11639042;11982188;12732714;13534134;13580747;13564297;14903123;16515709;18135219
47460;Walla Walla, WA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);2548368;2359940;2471257;2413838;2497648;2786776;2611025;2691374;2801024;2760635;2887771;2887817;2850295;2914724;3150416;3345376;3407116;3451733;3468184;3236220;3298278;3326236;3452245
47460;Walla Walla, WA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;74.795;69.265;72.532;70.847;73.307;81.793;76.634;78.993;82.211;81.026;84.757;84.758;83.657;85.548;92.466;98.188;100.000;101.310;101.792;94.984;96.806;97.626;101.325
47460;Walla Walla, WA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);1817746;1692480;1829055;1852960;1929985;2205344;2183261;2295260;2400682;2413035;2617236;2672001;2715943;2820542;3073627;3271091;3407116;3513618;3610741;3442935;3714570;4006838;4362362
47580;Warner Robins, GA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5821073;6030369;6227635;6376742;6636784;6831566;6953250;6969194;6976533;7081244;7178049;7233114;7214301;7205254;7330785;7443202;7641333;7759664;8016182;7957684;8299243;8464496;8550464
47580;Warner Robins, GA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;76.179;78.918;81.499;83.451;86.854;89.403;90.995;91.204;91.300;92.670;93.937;94.658;94.412;94.293;95.936;97.407;100.000;101.549;104.906;104.140;108.610;110.772;111.898
47580;Warner Robins, GA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4076459;4353331;4617042;4844994;5197589;5515661;5783404;5913774;6088550;6242461;6400269;6572583;6662445;6812361;7118253;7346053;7641333;7930789;8367119;8514396;9176102;9879482;10549159
